category,category_id,class_number,comment,post_id,post_name,title,youtube
שיעורי חשבון,ch-030-heshbon-gimel,13,נלמד כיצד להתאים את הסימנים המתאימים להשוואה בין מספרים שונים.,374,כיתה-ג-שיעור-13-סימנים-גדול-קטן-ושוה,"כיתה ג - שיעור 13 - סימנים גדול, קטן ושוה",http://www.youtube.com/watch?v=IleDulxlxSI
שיעורי חשבון,ch-030-heshbon-gimel,14,נלמד כיצד לזהות מהו מספר קודם או עוקב למספר מסויים ומי הם השכנים שלו מימינו ומשמאלו.,378,כיתה-ג-שיעור-14-מספר-עוקב-קודם-ושכנים,"כיתה ג - שיעור 14 - מספר עוקב, קודם ושכנים",http://www.youtube.com/watch?v=F4mYA4YxcEo
שיעורי חשבון,ch-030-heshbon-gimel,15,נלמד על עיגול מספרים בדרך קלה מלווה בטיפים לפתרון מהיר של בעיות בנושא.,380,כיתה-ג-שיעור-15-עיגול-מספרים,כיתה ג - שיעור 15 - עיגול מספרים,http://www.youtube.com/watch?v=RkB7sy6NbnU
שיעורי חשבון,ch-030-heshbon-gimel,16,נלמד כיצד להשתמש באומדן כדי להקל על פתירת בעיות בדרך קלה וכיצד לבדוק את התוצאה שקיבלנו בעזרת אומדן.,382,כיתה-ג-שיעור-16-שאלות-מילוליות-עם-אומדן,כיתה ג - שיעור 16 - שאלות מילוליות עם אומדן,http://www.youtube.com/watch?v=nZrvK1DjBCE
שיעורי חשבון,ch-030-heshbon-gimel,17,נלמד כיצד לתחם מספרים  בדרך פשוטה וקלה.,385,כיתה-ג-שיעור-17-תיחום-מספרים,כיתה ג - שיעור 17 - תיחום מספרים,http://www.youtube.com/watch?v=u2B4rlAgEL8
שיעורי חשבון,ch-030-heshbon-gimel,18,נלמד על משמעותו של הכפל וכיצד להפוך תרגילי חיבור לכפל וההיפך. נלמד גם על משמעות החילוק וכיצד ליישם אותו בבעיות.,387,כיתה-ג-שיעור-18-כפל-וחילוק-הסבר,כיתה ג - שיעור 18 - כפל וחילוק - הסבר,http://www.youtube.com/watch?v=0CGCjT9kKWI
שיעורי חשבון,ch-030-heshbon-gimel,,"נפתור תרגילים עם שימוש בחוק החילוף, הקיבוץ והפילוג בפעולת הכפל.",389,כיתה-ג-שיעור-19-דרכים-לחישוב-כפל,כיתה ג - שיעור 19 - דרכים לחישוב כפל,http://www.youtube.com/watch?v=9ftF8OqnfLk
שיעורי חשבון,ch-030-heshbon-gimel,,"נלמד דרך מהירה, לפתירת בעיות ותרגילי כפל בעשרות ובמאות שלמות.",391,כיתה-ג-שיעור-20-כפל-בעשרות-ובמאות-שלמות,כיתה ג - שיעור 20 א - הסבר - כפל בעשרות ובמאות שלמות,http://www.youtube.com/watch?v=0-PcXA0V93s
שיעורי חשבון,ch-030-heshbon-gimel,21,שאלות מילוליות בכפל בעשרות ובמאות שלמות,393,כיתה-ג-שיעור-21-שאלות-מילוליות-בכפל-בעשר,כיתה ג - שיעור 21 א - שאלות מילוליות בכפל בעשרות,http://www.youtube.com/watch?v=4h-RaPhvhpk
שיעורי חשבון,ch-030-heshbon-gimel,,מכפילים מספר בעשר - מוסיפים אפס מצידו בימני של המספר המוכפל.,5674,כיתה-ג-שיעור-21-ב-שאלות-מילוליות-בכפל-בעש,כיתה ג - שיעור 21 ב - שאלות מילוליות בכפל בעשרות,http://www.youtube.com/watch?v=o_279r_uoyg
מבחנים בחשבון,ch-040-tests-heshbon-bet,,נלמד חיבור וחיסור במאונך ספרת היחידות נשים מתחת ליחידות  ואת ספרת העשרות מתחת לעשרות,6110,כיתה-ב-שיעור-03-ג-מבדק-חיבור-וחיסור-במאו,כיתה ב - שיעור 03 ג - מבדק - חיבור וחיסור במאונך,http://www.youtube.com/watch?v=PhkB4eYhhFs
מבחנים בחשבון,ch-040-tests-heshbon-bet,,נפתור תרגילים בנושא מבנה עשרוני,6112,כיתה-ב-שיעור-03-ד-מבדק-מבנה-עשרוני,כיתה ב - שיעור 03 ד - מבדק - מבנה עשרוני,http://www.youtube.com/watch?v=VCLDhoGgQDc
מבחנים בחשבון,ch-040-tests-heshbon-bet,,נפתור תרגילים בהם ניתן למצוא את המספר הגדול ביותר והקטן ביותר.,6115,כיתה-ב-שיעור-04-ב-מבדק-מספר-גדול-וקטן-מ,כיתה ב - שיעור 04 ב - מבדק - מספר גדול וקטן מ...,http://www.youtube.com/watch?v=8YGnFzrYMTY
מבחנים בחשבון,ch-040-tests-heshbon-bet,,נפתור תרגילי כפל,6117,כיתה-ב-שיעור-04-ג-מבדק-כפל,כיתה ב - שיעור 04 ג - מבדק - כפל,http://www.youtube.com/watch?v=CuF2COQEotg
מבחנים בחשבון,ch-040-tests-heshbon-bet,,"מספר זוגי הוא כל מספר שספרת היחידות שלו היא  0,2,4,6,8",6119,כיתה-ב-שיעור-04-ד-מבדק-מספרים-זוגיים,כיתה ב - שיעור 04 ד - מבדק - מספרים זוגיים,http://www.youtube.com/watch?v=GzL7xcTvppQ
מבחנים בחשבון,ch-040-tests-heshbon-bet,,נלמד מהו סכום של 2 מספרים והפרש שלהם.,6121,כיתה-ב-שיעור-04-ה-מבדק-חיבור-וחיסור,כיתה ב - שיעור 04 ה - מבדק - חיבור וחיסור,http://www.youtube.com/watch?v=6g0Cj_Bl54Q
שיעורי חשבון,ch-030-heshbon-gimel,,נשווה בין מספרים דו ספרתיים ותלת ספרתיים עם פעולת כפל ביניהם.,6563,כיתה-ג-שיעור-20-ב-תרגילי-כפל-בעשרות-ובמאו,כיתה ג - שיעור 20 ב - תרגילי כפל בעשרות ובמאות שלמות,http://www.youtube.com/watch?v=XnMHKLrluRU
שיעורי חשבון,ch-030-heshbon-gimel,22,נסביר על כפל בטור/במאונך עם שימוש בהמרה וללא שימוש בהמרה.,395,כיתה-ג-שיעור-22-הסבר-כפל-בטור-עם-המרה,כיתה ג - שיעור 22 - הסבר - כפל בטור עם המרה,http://www.youtube.com/watch?v=0y7UfWbMn6Y
שיעורי חשבון,ch-030-heshbon-gimel,23,נפתור שאלות מילוליות בכפל ונסביר את פתרון השאלות בעזרת ציורים.,397,כיתה-ג-שיעור-23-שאלות-מילוליות-בכפל,כיתה ג -שיעור 23 - שאלות מילוליות בכפל,http://www.youtube.com/watch?v=Kd3fq_wyDfU
שיעורי חשבון,ch-030-heshbon-gimel,24,המשך השיעור הקודם שמסביר את דרך הפתרון של שאלות מילוליות בכפל.,399,כיתה-ג-שיעור-24-המשך-שאלות-מילוליות-בכפל,כיתה ג - שיעור 24 - המשך שאלות מילוליות בכפל,http://www.youtube.com/watch?v=JvkO7zV2pWI
שיעורי חשבון,ch-030-heshbon-gimel,25,נפתור תרגילים עם שימוש בחוקי סדר פעולות החשבון.,401,כיתה-ג-שיעור-25-סדר-פעולות-החשבון,כיתה ג - שיעור 25 - סדר פעולות החשבון,http://www.youtube.com/watch?v=l3potuilczw
שיעורי חשבון,ch-030-heshbon-gimel,26,"נלמד דרך קלה לפתרון תרגילי חילוק של מספרים שלמים בעשרות ובמאות שלמות, מבלי צורך לפתור בדרך ארוכה את התרגילים.",403,כיתה-ג-שיעור-26-חילוק-בעשרות-ובמאות,כיתה ג - שיעור 26 - חילוק בעשרות ובמאות,http://www.youtube.com/watch?v=nkNsRjqjDrg
שיעורי חשבון,ch-030-heshbon-gimel,27,"נלמד על כללים של התחלקות מספר מסויים ל - 2, 5 ו - 10",405,כיתה-ג-שיעור-27-סימני-התחלקות-ב-2-5-ו-10,"כיתה ג - שיעור 27 - סימני התחלקות ב - 2, 5 ו - 10",http://www.youtube.com/watch?v=ksXWoh-IJfc
שיעורי חשבון,ch-030-heshbon-gimel,28,נפתור שאלות מילוליות בחילוק בעזרת ציורים.,407,כיתה-ג-שיעור-28-שאלות-מילוליות-בחילוק,כיתה ג - שיעור 28 א - שאלות מילוליות בחילוק להכלה,http://www.youtube.com/watch?v=oQemtzuuFsg
שיעורי חשבון,ch-030-heshbon-gimel,,המשך השיעור הקודם על שאלות מילוליות בחילוק.,409,כיתה-ג-שיעור-29-המשך-שאלות-מילוליות-בחיל,כיתה ג - שיעור 29 א - שאלות מילוליות בחילוק לחלקים,http://www.youtube.com/watch?v=SFJZrMJR5W0
שיעורי חשבון,ch-030-heshbon-gimel,30,הסבר מהות השבר ופתירת תרגילי שברים בעזרת ציורים.,411,כיתה-ג-שיעור-30-שברים-פשוטים-הסבר,כיתה ג - שיעור 30 - שברים פשוטים - הסבר,http://www.youtube.com/watch?v=U9GZ7ncoQFk
שיעורי חשבון,ch-030-heshbon-gimel,,פתירת תרגילי שברים יסודיים בעזרת ציורים.,413,כיתה-ג-שיעור-31-שברים-יסודיים,כיתה ג - שיעור 31 א - שאלות מילוליות בשברים יסודיים,http://www.youtube.com/watch?v=YiuzwcgVxKo
שיעורי חשבון,ch-030-heshbon-gimel,32,הסבר על הקשר של השבר על ציר המספרים ופתירת תרגילים בעזרתו.,415,כיתה-ג-שיעור-32-שברים-וציר-המספרים,כיתה ג - שיעור 32 - שברים וציר המספרים,http://www.youtube.com/watch?v=Vj4mqHuCyQY
שיעורי חשבון,ch-030-heshbon-gimel,33,"הסבר כיצד יש לפתור שאלות מילוליות עם שימוש בשברים, בעזרת ציורים מתאימים.",417,כיתה-ג-שיעור-33-שאלות-מילוליות-בשברים,כיתה ג - שיעור 33 - שאלות מילוליות בשברים,http://www.youtube.com/watch?v=X7bpQL7Z0kM
שיעורי הנדסה/גאומטריה,ch-050-handasa-gimel,,נלמד כיצד לזהות ישרים מקבילים ומאונכים במישור.,419,כיתה-ג-הנדסה-שיעור-03-ישרים-מקבילים-ומא,כיתה ג - הנדסה - שיעור 03 - ישרים מקבילים ומאונכים,http://www.youtube.com/watch?v=Q0b05hg8eGU
שיעורי הנדסה/גאומטריה,ch-050-handasa-gimel,,נלמד לזהות צלעות נגדיות ומקבילות במצולעים.,421,כיתה-ג-הנדסה-שיעור-04-צלעות-נגדיות-ומקב,כיתה ג - הנדסה - שיעור 04 - צלעות נגדיות ומקבילות,http://www.youtube.com/watch?v=Xm6axNew68Y
שיעורי הנדסה/גאומטריה,ch-050-handasa-gimel,,נלמד לזהות ולשרטט את האלכסונים של מצולעים שונים.,423,כיתה-ג-הנדסה-שיעור-05-אלכסונים-במצולעים,כיתה ג - הנדסה - שיעור 05 - אלכסונים במצולעים,http://www.youtube.com/watch?v=7xH4oo0FqFw
שיעורי הנדסה/גאומטריה,ch-050-handasa-gimel,,נלמד מהי מקבילית ומהם המאפיינים שלה.,425,כיתה-ג-הנדסה-שיעור-06-מקבילית,כיתה ג - הנדסה - שיעור 06 - מקבילית,http://www.youtube.com/watch?v=g95vkbBAJWk
שיעורי חשבון,ch-030-heshbon-bet,,מספר חד ספרתי ודו- ספרתי,4571,כיתה-ב-שיעור-01-א-הסבר-המבנה-העשרוני,כיתה ב - שיעור 01 א - הסבר המבנה העשרוני,http://www.youtube.com/watch?v=-F0lCmQOnaY
שיעורי חשבון,ch-030-heshbon-gimel,,חילוק להכלה - נמצא כמה קבוצות בעלות גודל שווה יש לנו.,5680,כיתה-ג-שיעור-28-ב-שאלות-מילוליות-בחילוק-ל,כיתה ג - שיעור 28 ב - שאלות מילוליות בחילוק להכלה,http://www.youtube.com/watch?v=YmB275VsMrg
שיעורי חשבון,ch-030-heshbon-gimel,,חילוק לחלקים - נתחיל מהשלם ונמצא כמה פריטים יש לנו בכל קבוצה.,5685,כיתה-ג-שיעור-29-ב-שאלות-מילוליות-בחילוק-ל,כיתה ג - שיעור 29 ב - שאלות מילוליות בחילוק לחלקים,http://www.youtube.com/watch?v=8WlmMk_niNg
שיעורי חשבון,ch-030-heshbon-gimel,,נפתור שאלות בעזרת ציורים מתאימים,5688,כיתה-ג-שיעור-31-ב-המשך-שאלות-מילוליות-בשב,כיתה ג - שיעור 31 ב - המשך שאלות מילוליות בשברים,http://www.youtube.com/watch?v=vI5y6YFLpVU
שיעורי הנדסה/גאומטריה,ch-050-handasa-gimel,,"נלמד על תכונות המקבילית, המעויין והמלבן.",427,כיתה-ג-הנדסה-שיעור-07-מקבילית-מעויין-ומל,"כיתה ג הנדסה - שיעור 07 - מקבילית, מעויין ומלבן",http://www.youtube.com/watch?v=g806knddK0Y
שיעורי הנדסה/גאומטריה,ch-050-handasa-gimel,,נלמד כיצד למיין משולשים לפי הצלעות ולפי הזויות.,430,כיתה-ג-הנדסה-שיעור-08-מיון-משולשים,כיתה ג - הנדסה - שיעור 08 - מיון משולשים,http://www.youtube.com/watch?v=oPHH7zMqp8c
שיעורי הנדסה/גאומטריה,ch-050-handasa-gimel,,נפתור שאלות על משולשים שונים.,432,כיתה-ג-הנדסה-שיעור-09-משולשים-תרגילים,כיתה ג - הנדסה - שיעור 09 - משולשים - תרגילים,http://www.youtube.com/watch?v=SfI_2Lzdckk
שיעורי הנדסה/גאומטריה,ch-050-handasa-gimel,,תקציר השיעור,434,כיתה-ג-הנדסה-שיעור-10-גופים,כיתה ג - הנדסה - שיעור 10 - גופים הנדסיים,http://www.youtube.com/watch?v=DszOYOGsGEo
שיעורי הנדסה/גאומטריה,ch-050-handasa-gimel,,נלמד כיצד מודדים נפח של תיבה.,436,כיתה-ג-הנדסה-שיעור-11-תיבות-ונפחים,כיתה ג - הנדסה - שיעור 11 - תיבות ונפחים,http://www.youtube.com/watch?v=40SATmh7OG8
שיעורי חשבון,ch-030-heshbon-bet,,נלמד מהו חיבור ונסביר כיצד יש לחבר בעזרת ציורים.,439,כיתה-ב-שיעור-03-ג-תרגילי-חיבור-הסבר,כיתה ב - שיעור 03 ג - תרגילי חיבור - הסבר,http://www.youtube.com/watch?v=7Kh5JHT7Sc4
שיעורי חשבון,ch-030-heshbon-bet,04,נלמד על דרכי חישוב שיקלו על פתרון תרגילי חיבור. דרך א - פירוק מספר גדול ל - 2 מספרים שאחד מהם שוה למספר הקטן. דרך ב - פירוק אחד מהמחוברים כך שישלים את המחובר השני לעשרות שלמות. דרך ג - פירוק המספר לעשרות וליחידות לפי המבנה העשרוני.,442,כיתה-ב-שיעור-04-דרכים-לחישוב-חיבור,כיתה ב - שיעור 04 - דרכים לחישוב חיבור,http://www.youtube.com/watch?v=pZaqEDJpV-M
שיעורי חשבון,ch-030-heshbon-bet,05,נסביר את פעולת החיבור בטור עם המרה בעזרת מטבעות של 1 שקל ומטבעות של 10 שקלים.,444,כיתה-ב-שיעור-05א-חיבור-בטור-עם-המרה,כיתה ב - שיעור 05 א - חיבור בטור עם המרה,http://www.youtube.com/watch?v=TIZiebBAr68
שיעורי חשבון,ch-030-heshbon-bet,,נסביר כיצד מפרקים מספר דו ספרתי לספרת היחידות ולספרת העשרות,4573,כיתה-ב-שיעור-01-ב-המשך-ההסבר-על-המבנה-העש,כיתה ב - שיעור 01 ב - המשך ההסבר על המבנה העשרוני,http://www.youtube.com/watch?v=QIPXHfbTTzM
